Time_s,Current_A,File,Filter,Angle,Freq
0.002637500000000001,0.000103561,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0026475000000000005,0.000103628,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0026575,0.000103561,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0026674999999999997,0.000103594,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.002677500000000001,0.000103594,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0026875000000000007,0.000103594,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0026975000000000002,0.000103494,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0027075,0.000103461,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.002717500000000001,0.000103461,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0027275000000000008,0.000103427,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0027375000000000003,0.000103494,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0027475,0.000103528,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0027575000000000013,0.000103528,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.002767500000000001,0.000103494,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0027775000000000005,0.000103461,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0027875,0.000103427,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0027975000000000014,0.000103427,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.002807500000000001,0.000103361,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0028175000000000006,0.000103427,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0028275,0.000103361,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0028374999999999997,0.000103394,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.002847500000000001,0.000103427,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0028575000000000007,0.000103461,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0028675000000000003,0.000103394,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0028775,0.000103361,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.002887500000000001,0.000103361,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0028975000000000008,0.000103327,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0029075000000000004,0.000103394,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0029175,0.000103427,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0029275000000000013,0.000103361,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.002937500000000001,0.000103361,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0029475000000000005,0.000103361,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0029575,0.000103327,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0029675000000000014,0.000103361,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.002977500000000001,0.000103361,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0029875000000000006,0.000103394,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0029975,0.000103361,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0030074999999999998,0.000103294,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003017500000000001,0.000103261,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0030275000000000007,0.000103194,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0030375000000000003,0.000103227,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0030475,0.000103227,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003057500000000001,0.000103294,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0030675000000000008,0.000103194,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0030775000000000004,0.000103227,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0030875,0.000103327,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0030975000000000013,0.000103294,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003107500000000001,0.000103294,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0031175000000000005,0.000103294,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0031275,0.000103261,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0031374999999999997,0.00010316,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003147500000000001,0.000103227,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0031575000000000006,0.000103261,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0031675,0.000103227,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0031774999999999998,0.000103261,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003187500000000001,0.000103227,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0031975000000000007,0.000103294,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0032075000000000003,0.000103361,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0032175,0.000103795,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003227500000000001,0.000103561,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003237500000000001,0.000101025,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0032475000000000004,9.47174e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0032575,8.46056e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0032675000000000013,7.10566e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003277500000000001,5.4404e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0032875000000000005,3.65499e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0032975,2.05647e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0033074999999999997,8.71766e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003317500000000001,1.14221e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0033275000000000006,-3.09603e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0033375,-5.1651e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0033474999999999998,-6.03277e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003357500000000001,-6.46661e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0033675000000000007,-6.76696e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0033775000000000003,-7.16742e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0033875,-7.60126e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003397500000000001,-8.10184e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003407500000000001,-8.73591e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0034175000000000004,-9.3366e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0034275,-9.90393e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0034375000000000013,-1.03044e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003447500000000001,-1.07716e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0034575000000000005,-1.12054e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0034675,-1.15392e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0034774999999999997,-1.18061e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003487500000000001,-1.21065e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0034975000000000006,-1.24402e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0035075,-1.28407e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0035175,-1.32411e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003527500000000001,-1.35415e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0035375000000000007,-1.40421e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0035475000000000003,-1.43758e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0035575,-1.47762e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0035675000000000012,-1.52101e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003577500000000001,-1.56105e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0035875000000000004,-1.58441e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0035975,-1.61779e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0036075000000000013,-1.64782e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003617500000000001,-1.67118e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0036275000000000005,-1.70122e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0036375,-1.72458e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0036474999999999997,-1.75127e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003657500000000001,-1.7713e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0036675000000000006,-1.798e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0036775,-1.81134e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0036875,-1.82803e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003697500000000001,-1.84138e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0037075000000000007,-1.85807e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0037175000000000003,-1.87141e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0037275,-1.8881e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0037375000000000012,-1.90812e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003747500000000001,-1.92481e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0037575000000000004,-1.93816e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0037675,-1.94817e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0037775000000000013,-1.95818e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003787500000000001,-1.96152e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0037975000000000005,-1.96819e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0038075,-1.9782e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0038174999999999997,-1.97487e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003827500000000001,-1.95151e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0038375000000000006,-1.8881e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0038475000000000002,-1.78131e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0038575,-1.65116e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003867500000000001,-1.51767e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0038775000000000007,-1.39419e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0038875000000000003,-1.29408e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0038975,-1.21065e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003907500000000001,-1.13723e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003917500000000001,-1.08383e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0039275000000000004,-1.04045e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0039375,-1.0004e-05,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003947500000000001,-9.67032e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003957500000000001,-9.3366e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0039675000000000005,-9.06963e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0039775,-8.76928e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0039875,-8.56905e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.003997500000000001,-8.33544e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004007500000000001,-8.16858e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0040175,-7.93498e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0040275,-7.76812e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004037500000000001,-7.53451e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004047500000000001,-7.36765e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0040575,-7.13405e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0040675,-7.00056e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004077500000000001,-6.8337e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004087500000000001,-6.73358e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0040975000000000004,-6.6001e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0041075,-6.43324e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004117500000000001,-6.29975e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004127500000000001,-6.16626e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0041375000000000006,-6.09952e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0041475,-5.9994e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0041575,-5.86591e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004167500000000001,-5.83254e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004177500000000001,-5.69905e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0041875,-5.66568e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0041975,-5.56556e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004207500000000001,-5.49882e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004217500000000001,-5.3987e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0042275,-5.33196e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0042375,-5.26522e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004247500000000001,-5.1651e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004257500000000001,-5.09836e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0042675000000000005,-5.03161e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0042775,-4.96487e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004287500000000001,-4.9315e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004297500000000001,-4.86475e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0043075000000000006,-4.76464e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0043175,-4.73126e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0043275,-4.73126e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004337500000000001,-4.66452e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004347500000000001,-4.63115e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0043575,-4.5644e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0043675,-4.49766e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004377500000000001,-4.46429e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004387500000000001,-4.43091e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0043975,-4.3308e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0044075,-4.3308e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004417500000000001,-4.26406e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004427500000000001,-4.23068e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0044375000000000005,-4.19731e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0044475,-4.16394e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004457500000000001,-4.16394e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004467500000000001,-4.13057e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004477500000000001,-4.09719e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0044875,-4.03045e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0044975,-3.99708e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004507500000000001,-3.96371e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004517500000000001,-3.93033e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0045275,-3.83022e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0045375,-3.79685e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004547500000000001,-3.76347e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004557500000000001,-3.76347e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0045675,-3.79685e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0045775,-3.69673e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004587500000000001,-3.69673e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004597500000000001,-3.69673e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0046075000000000005,-3.69673e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0046175,-3.66336e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0046275,-3.59661e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004637500000000001,-3.56324e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004647500000000001,-3.52987e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0046575,-3.4965e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0046675,-3.4965e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004677500000000001,-3.42975e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004687500000000001,-3.46313e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0046975,-3.42975e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0047075,-3.46313e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004717500000000001,-3.42975e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004727500000000001,-3.39638e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0047375,-3.39638e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0047475,-3.29627e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004757500000000001,-3.32964e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004767500000000001,-3.29627e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0047775000000000005,-3.26289e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0047875,-3.22952e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0047975,-3.19615e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004807500000000001,-3.22952e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004817500000000001,-3.22952e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0048275,-3.19615e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0048375,-3.16278e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004847500000000001,-3.16278e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004857500000000001,-3.09603e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0048675,-3.06266e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0048775,-3.09603e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004887500000000001,-3.02929e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004897500000000001,-3.06266e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0049075,-2.99592e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0049175,-2.99592e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004927500000000001,-2.99592e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004937500000000001,-2.96255e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0049475000000000005,-2.92917e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0049575,-2.92917e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.0049675,-2.92917e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004977500000000001,-2.86243e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
0.004987500000000001,-2.8958e-06,20250314 mixed pixel 3 50% 0 degree 200Hz.DTA,50%,0,200Hz
